station_key,station_id,name,road_name,intersection,lga,suburb,post_code,device_type,wgs84_latitude,wgs84_longitude
57318,71014,Great Western Highway,Great Western Highway,Hewitt Street,Penrith,Oxley Park,2760.0,Trafficorder Dual Tube Classifier,-33.776749,150.803101
57034,50054,Windsor Road,Windsor Road,Lombard Street,Parramatta,Northmead,2152.0,Trafficorder Loop Counter,-33.788662,150.995102
56895,36001,Princes Highway,Princes Highway,Townson Street,Kogarah,Blakehurst,2221.0,Trafficorder Loop Counter,-33.997036,151.116333
56892,34029,Wakehurst Parkway,Wakehurst Parkway,Judith Street,Manly,Seaforth,2092.0,Excel Lpl,-33.781223,151.237793
57203,64022,Elizabeth Drive,Elizabeth Drive,Airlie Crescent,Liverpool,Cecil Hills,2171.0,Trafficorder Loop Counter,-33.88306,150.851425
57476,84001,Hume Motorway,Hume Motorway,Brooks Road,Campbelltown,Ingleburn,2565.0,Trafficorder Loop Counter,-33.989937,150.8526
57118,53198,Pacific Highway,Pacific Highway,Bruce Avenue,Ku-Ring-Gai,Killara,2071.0,Trafficorder Dual Tube Classifier,-33.761337,151.154983
99990003,7119-PR,Hawkesbury Road,Hawkesbury Road,Great Western Highway,Holroyd,Merrylands,2160.0,Tirtl,-33.817974,150.981827
55363,02309,O'riordan Street,O'riordan Street,Johnson Street,Sydney,Alexandria,2015.0,Trafficorder Loop Counter,-33.907532,151.200974
56896,36002,Taren Point Road,Taren Point Road,Old Taren Point Road,Sutherland,Taren Point,2229.0,Trafficorder Loop Counter,-34.011719,151.126007
57267,68024,Great Western Highway,Great Western Highway,Rawson Road,Holroyd,Wentworthville,2145.0,Excel Lpl,-33.814941,150.966827
56694,19065,Parramatta Road,Parramatta Road,Mathieson Street,Leichhardt,Annandale,2038.0,Trafficorder Loop Counter,-33.887417,151.173325
57356,71180,Old Windsor Road,Old Windsor Road,Balmoral Road,The Hills,Kellyville,2155.0,Trafficorder Loop Counter,-33.726486,150.940506
57298,70001,Great Western Highway,Great Western Highway,Rudders Lane,Blacktown,Eastern Creek,2766.0,Trafficorder Loop Counter,-33.791676,150.867493
55318,02015,City Road,City Road,Barff Road,Sydney,Camperdown,2050.0,Trafficorder Loop Counter,-33.888699,151.191421
56823,28022,Liverpool Road,Liverpool Road,Gould Street,Strathfield,Strathfield South,2136.0,Trafficorder Dual Tube Classifier,-33.887241,151.073135
57362,72013,James Ruse Drive,James Ruse Drive,North Rocks Road,The Hills,North Rocks,2151.0,Trafficorder Loop Counter,-33.791458,151.001419
57537,87006,Western Motorway,Western Motorway,Loftus Street,Penrith,Regentville,2745.0,Trafficorder Loop Counter,-33.770508,150.667374
56865,32097,Mowbray Road,Mowbray Road,Walkers Drive,Willoughby,Lane Cove North,2066.0,Trafficorder Loop Counter,-33.80106,151.146164
55388,02381,Western Distributor,Western Distributor,Harris Street,Sydney,Ultimo,2007.0,Trafficorder Loop Counter,-33.874912,151.197159
15286002,7126,Kingsway,Kingsway,Port Hacking Road,Sutherland,Miranda,2228.0,Tirtl,-34.035271,151.113007
56845,30005,Parramatta Road,Parramatta Road,Cheltenham Road,Canada Bay,Five Dock,2046.0,Trafficorder Dual Tube Classifier,-33.869789,151.112778
58870,F3FWY001,Pacific Motorway,Pacific Motorway,Curtin Avenue,Ku-Ring-Gai,North Wahroonga,2076.0,Tirtl,-33.694206,151.121323
15370001,7139,New South Head Road,New South Head Road,Mclachlan Avenue,Sydney,Darlinghurst,2010.0,Tirtl,-33.876884,151.228683
56861,32029,Burns Bay Road,Burns Bay Road,Linley Lane,Lane Cove,Lane Cove West,2066.0,Excel Lpl,-33.821175,151.149902
57178,60032,Elizabeth Drive,Elizabeth Drive,Reservoir Road,Liverpool,Liverpool,2170.0,Trafficorder Dual Tube Classifier,-33.914284,150.907883
57095,51234,Lane Cove Road,Lane Cove Road,Lavarack Street,Ryde,Ryde,2112.0,Excel Lpl,-33.80019,151.114365
57327,71043,Summerland Crescent,Summerland Crescent,Everingham Street,Blacktown,Colebee,2761.0,Trafficorder Loop Counter,-33.726101,150.844681
55423,02413,Allen Street,Allen Street,Bulwara Road,Sydney,Pyrmont,2009.0,Trafficorder Loop Counter,-33.873695,151.195328
57073,51005,Lane Cove Road,Lane Cove Road,Curzon Street,Ryde,Ryde,2112.0,Trafficorder Loop Counter,-33.809544,151.106827
15334031,T0345,Galston Road,Galston Road,Clarinda Street,Hornsby,Hornsby,2077.0,Tirtl,-33.689632,151.097748
57019,49095,James Ruse Drive,James Ruse Drive,Thomas Street,Parramatta,Parramatta,2150.0,Trafficorder Dual Tube Classifier,-33.814327,151.022492
58654,980FDSC,Great Western Highway,Great Western Highway,Steele Street,Parramatta,Parramatta,2150.0,Tirtl,-33.818405,150.994781
57008,48001,Western Motorway,Western Motorway,Mons Street,Auburn,Lidcombe,2141.0,Tirtl,-33.852379,151.057754
56780,24021,Punchbowl Road,Punchbowl Road,Margaret Street,Strathfield,Belfield,2191.0,Excel Ll,-33.899914,151.088058
56802,25002,Parramatta Road,Parramatta Road,St Davids Road,Ashfield,Ashfield,2131.0,Trafficorder Loop Counter,-33.885006,151.136261
55304,01003,Sydney Harbour Tunnel,Sydney Harbour Tunnel,Cahill Expressway,Sydney,Sydney,2000.0,Trafficorder Loop Counter,-33.860836,151.213791
57049,50233,Silverwater Road,Silverwater Road,Batten Crescent,Parramatta,Ermington,2115.0,Excel Lpl,-33.807297,151.053345
56925,40017,Princes Highway,Princes Highway,Carwar Lane,Kogarah,Carss Park,2221.0,Trafficorder Loop Counter,-33.981586,151.118088
56872,33023,Eastern Valley Way,Eastern Valley Way,Sunnyside Crescent,Willoughby,Castlecrag,2068.0,Excel Lpl,-33.799751,151.210465
15286008,7153,Olympic Drive,Olympic Drive,Vaughan Street,Auburn,Lidcombe,2141.0,Tirtl,-33.8651123046875,151.041610717773
56982,44002,Hume Highway,Hume Highway,Woodville Road,Bankstown,Villawood,2163.0,Trafficorder Dual Tube Classifier,-33.8899269104004,150.973999023438
57000,44139,Hume Highway,Hume Highway,Knight Street,Fairfield,Lansvale,2166.0,Trafficorder Loop Counter,-33.8911323547363,150.965896606445
56981,44001,Newbridge Road,Newbridge Road,Henry Lawson Drive,Bankstown,Milperra,2214.0,Trafficorder Loop Counter,-33.9292488098145,150.979049682617
56975,43239,Hume Highway,Hume Highway,Stacey Street,Bankstown,Greenacre,2190.0,Trafficorder Loop Counter,-33.9051513671875,151.041351318359
56965,43216,Joseph Street,Joseph Street,Lewis Street,Auburn,Regents Park,2143.0,Trafficorder Dual Tube Classifier,-33.8876495361328,151.039489746094
57328,71046,Francis Road,Francis Road,North Parade,Blacktown,Rooty Hill,2766.0,Trafficorder Loop Counter,-33.7716369628906,150.836044311523
57277,68225,Gipps Road,Gipps Road,Long Street,Fairfield,Smithfield,2164.0,Trafficorder Loop Counter,-33.8419532775879,150.926940917969
56908,36188,River Road,River Road,Menai Road,Sutherland,Woronora,2232.0,Trafficorder Dual Tube Classifier,-34.019458770752,151.049346923828
56758,23055,General Holmes Drive,General Holmes Drive,Rowley Street,Rockdale,Brighton-Le-Sands,2216.0,Trafficorder Loop Counter,-33.954906463623,151.158676147461
56821,28009,Centenary Drive,Centenary Drive,Hume Highway,Strathfield,Strathfield,2135.0,Trafficorder Loop Counter,-33.8840827941895,151.069564819336
57113,53053,Eastern Arterial Road,Eastern Arterial Road,Nicholson Avenue,Ku-Ring-Gai,St Ives,2075.0,Trafficorder Loop Counter,-33.75,151.173416137695
15286006,7149,Newbridge Road,Newbridge Road,Henry Lawson Drive,Bankstown,Milperra,2214.0,Tirtl,-33.9294929504395,150.980163574219
